,,Day,Start Time,End Time,Camp,Neighbourhood,Event Name,Description of Event,,Workshop / Class,Food / Drink,Performance / Show,Wellness / Yoga,Music / Dance,Game / Activity,19+
O0627,L0611,Saturday,10:00,11:00,Children’s Singing Parade: Sing and roam with us! Kid and adult friendly.,ROAMING,Children’s Singing Parade,Children’s Singing Parade: Sing and roam with us! Kid and adult friendly.: Sing and roam with us! Kid and adult friendly.,Saturday 10:00 - 11:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0630,L0614,Saturday,10:00,11:30,Songs of the Heart Circle,somewhere,Songs of the Heart Circle,"Songs of the Heart Circle: A sacred singing circle for peace, love, and connection. We’ll share medicine songs and simple chants. Bring your voice, your presence, or a song to offer @ The Playground",Saturday 10:00 - 11:30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0641,L0623,Saturday,10:00,12:00,FOR-A-GING with your Gnomies @ Garden of Eatin & Ittakasa Village Custom Bismuth Cre- ation, SPARK,FOR-A-GING with your Gnomies @ Garden of Eatin & Ittakasa Village Custom Bismuth Cre- ation,FOR-A-GING with your Gnomies @ Garden of Eatin & Ittakasa Village Custom Bismuth Cre- ation: Come connect and create (pour/ collaborate) on a one of a kind bismuth pendant/pin/earing/ trinkets..this year in FULL RAINBOW,Saturday 10:00 - 12:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0292,L0283,Saturday,10:30,12:30,Kids Village area,COLLECTION,Cinder-Fellas and the Playa Princesses,"Cinder-Fellas and the Playa Princesses: We want to be, where the burners are. We want to see, want to see them dancing. Come find a Disney Prince and Princess for sing alongs, dances, getting your face painted, games, and becoming officially coronated at your royal coronation! ALL AGES!",Saturday 10:30 - 12:30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0345,L0333,Saturday,10:30,11:30,Mother Tree,KINDLE,Qi Gong,"Qi Gong: “Calm Creative Mindful Movement”: Awaken connecting conscious movement with breath through guided meditation; conjuring colours through correlated Kundalini chakras to clear, charge, and catalyze your core self cocreating our Otherworld. *Barefoot optional* Come curious, leave clear.",Saturday 10:30 - 11:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
,L0435,Saturday,10:30,12:30,Rub-a-Dub-Dub A Song and a Scrub Crew,somewhere,Rub-a-Dub-Dub A Song and a Scrub,Rub-a-Dub-Dub A Song and a Scrub: Shower Line Up Karaoke and Entertainment,Saturday 10:30 - 12:30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0557,L0540,Saturday,10:30,12:00,The Cottage,DOACRACY,Into The Mystic Ecstatic Dance with Leave No Trace,"Into The Mystic Ecstatic Dance with Leave No Trace: An invigorating ecstatic dance journey with a misting station to dance under for your moisture fix, and cool down after the dances heat wave. Expect a mistical exploration and expression of the Self through unscripted movement.",Saturday 10:30 - 12:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0026,L0024,Saturday,11:00,12:00,Badgers Hideout,KINDLE,Dr. Octagon,Dr. Octagon: ....,Saturday 11:00 - 12:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Saturday,11:00,12:00,True Love Camp,BROOD,How to fall in love ?,Ask 36 questions to your partner and fall in love only more. Guided by Zeta,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0063,L0061,Saturday,11:00,12:00,Camp Otherbo’r’d,BLACK ROCK,"Storytelling! Stories about Logs, an Open Mic","Storytelling! Stories about Logs, an Open Mic: Wake up to story time, unless you didn’t go to sleep! Bring your coffee, and bring your story about boards, wood, boredom, logs, dead trees, or branches. Feel free to generate your story on the spot, if you bark up that tree.",Saturday 11:00 - 12:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Saturday,11:00,14:00,Bass House Brunch Bunch,CONDENSATION,Serving breakfast sandwiches with a side of BASSY BEATS,Swizzle it all down into your tum tum with a North Island Mimosa. Yum yum!,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
O0097,L0095,Saturday,11:00,12:00,Camp Who Says Ni,YES...AND?,Calligraphy,"Calligraphy: Come learn calligraphy in our Scriptorium! Draft a royal decree, compose a poem, or prepare a scroll for *later*",Saturday 11:00 - 12:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0147,L0145,Saturday,11:00,12:30,Steeped in Art,KINDLE,Arting trippy things & sharing trippy stories,Arting trippy things & sharing trippy stories: Bring your best conspiracy/ super natural story while we share over the art of zentangles and some side piece water colour technique,Saturday 11:00 - 12:30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0162,L0160,Saturday,11:00,12:30,Dyke Chilling Park,CONDENSATION,Dyke Trivia,Dyke Trivia: Come see how much you know about dykes (both geographical and sapphic),Saturday 11:00 - 12:30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0220,L0216,Saturday,11:00,12:00,Flower Bower,EVAPORATION,Hot Glue Crafting,Hot Glue Crafting: Bedazzle! Repair! Fuse things together with a substance that is briefly liquidy! You’ve been at Otherworld for 48 hours and certain items are definitely falling apart or need sprucing up. You bring things to join. We’ve got some glue guns.,Saturday 11:00 - 12:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0229,L0224,Saturday,11:00,12:00,Garden Cósmico,YES...AND?,Movement & Mind Restoration,"Movement & Mind Restoration: Feeling a bit in the mud? Restore with a yoga session for sore muscles, finishing with a reflective Alan Watts meditation to clear the mind.",Saturday 11:00 - 12:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
,,Saturday,11:00,11:00,Traveling Fairway Division of Sloplandia,SMOLDER,Bucket Golf or Bust,"See a guy in tie dye caddy coveralls? Congratulations, you’ve found wandering bucket golf. Attempt athletic greatness with deeply inadequate equipment in the least prestigious tournament in modern history.",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0249,L0242,Saturday,11:00,13:00,HELLYEAHBROTHER WORLD,COLLECTION,HAPPY GREEN DAY,"HAPPY GREEN DAY: LETS GET READY TO RUMBLE! Don your greenest singlet for GREEN DAY - butt wrestling, pickle-backs, arm- wrestling & pickled eggs! Did you think we forgot PEPPY-BACKS? Hell no, brother, we are home of the PEPPY-BACK, the best worst drink at Otherworld.",Saturday 11:00 - 13:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
O0290,L0281,Saturday,11:00,11:30,Jellyfish Longue,BROOD,Morning Metta (Loving Kindness) Guided Meditation,Morning Metta (Loving Kindness) Guided Meditation: Come join others in a guided meditation to open your heart and share loving kindness with yourself and all beings. A great start to your day and lead up to yoga session immediately following.,Saturday 11:00 - 11:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
,,Saturday,11:00,15:00,Level Up+,CONDENSATION,Trial of Errors,Trial of Errors: Drop in for a quick game of Deathtrap D&D in an Otherworldian Dungeon,Saturday 11:00 - 15:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0314,L0304,Saturday,11:00,12:00,Lunar Moth Camp,BROOD,Zen with Jen,"Zen with Jen: Come get a little moist with Zen with Jen — a playful nervous system reset for everyone. We’ll explore gentle stretching, grounding breaths, light relaxation - no yoga experience required. Just bring water and your feral forest energy",Saturday 11:00 - 12:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0334,L0323,Saturday,11:00,12:00,Moistly Helpful Help Desk,TINKER,IT Help,"IT Help: Are IT problems derailing your plans? Our on site nerds might be able to help with your phone, laptop, speaker or other IT type issues at the Moistly Helpful Help Desk.",Saturday 11:00 - 12:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0346,L0334,Saturday,11:00,12:15,Mother Tree,KINDLE,Dance-formative Ecstatic Journey,"Dance-formative Ecstatic Journey: A gently guided morning ecstatic dance from womb to transformation, w/ DJ Spruce Lee:",Saturday 11:00 - 12:15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0349,L0337,Saturday,11:00,12:00,Mother Tree,KINDLE,Journey through the Subconscious,"Journey through the Subconscious: Come join for a fun minds-eye visualization journey, decoding symbolism that can reveal insite within the deeper layers of your psyche. Bring a journal if you’d like to write it down to reflect on it later.",Saturday 11:00 - 12:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
,,Saturday,11:00,12:00,Nauti Norse,SIDEQUEST,Guided Couple’s Massage,Guided Couple’s Massage: Join us in the Tantric Tavern for an RMT- guided couples massage. Take turns learning to relax and connect with your partner through touch.,Saturday 11:00 - 12:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0381,L0369,Saturday,11:00,13:00,Neon Valhalla,EVAPORATION,Loki’s Fix,"Loki’s Fix: No promises, no rules, and no garnish left unquestioned as the trickster god seizes Saturday’s Caesar bar. Expect chaos in a cup and drink accordingly. Mock and vegan on request.",Saturday 11:00 - 13:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0420,L0407,Saturday,11:00,12:30,Pogs 4 Applause,DOACRACY,Animani-Asanas Yoga,"Animani-Asanas Yoga: Start your Saturday with Animaniacs and Asanas hosted by Dustin Taylor. If the stars align, we might even have cereal and smoothies for breakfast.",Saturday 11:00 - 12:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0467,L0452,Saturday,11:00,12:00,Sensuary Camp,SIDEQUEST,Pleasure Lab,"Pleasure Lab: What actually feels good? Step deeper into the Sensuary through a guided, playful exploration of touch, taste, sound, and connection.",Saturday 11:00 - 12:00,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
,L0472,Saturday,11:00,11:00,Sloplandia,SMOLDER,Cat Lenny in Space,"Cat Lenny in Space: Meet Cat Lenny: cosmic traveller, dimensional beast, certified good boy. Climb aboard and transcend this earthly plane. Capture photographic evidence as you ride eternally through space and time.",Saturday 11:00 - 11:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0490,L0474,Saturday,11:00,11:00,Sloplandia,SMOLDER,Cornhole,Cornhole: I am the great Cornholio. I need beanbags for my bunghole.,Saturday 11:00 - 11:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0521,L0505,Saturday,11:00,12:00,Sound Habitat,EVAPORATION,Raggamuffin Morning,Raggamuffin Morning: Reggae and Dancehall music to get your saturday rolling rolling,Saturday 11:00 - 12:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
,,Saturday,11:00,13:00,White Lightning,CONDENSATION,Deep Forest coffee service,Whether you’re seeking a quiet morning ritual or full reset. Follow the smell of fresh brewed coffee. Find the Forest.,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0543,L0526,Saturday,11:00,13:00,The Brunch Bunch Camp,CONDENSATION,Brunch Bunch Bass Boogie Bash,Brunch Bunch Bass Boogie Bash: The brunch bunch are returning with more tasty beats and delicious eats. We’ll be serving the scrumptious sounds of the Hardy Boys with a delectable brunch and mimosas to start your day off right. Saturday and Sunday!,Saturday 11:00 - 13:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
O0558,L0541,Saturday,11:00,12:00,The Cottage,DOACRACY,Morning ‘Toons with Tom,Morning ‘Toons with Tom: Sunday morning nostalgia with your friends at The Cottage. Come chill and relive the magic of classic cartoons on a Sunday morning. Sugary cereal optional but highly encouraged.,Saturday 11:00 - 12:00,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
,,Saturday,11:00,15:00,The Playground,ASHLAND,Micro Macrame Magic!,Learn to create your own Macrame Necklace! BYO special stone or one will be provided,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0135,L0133,Saturday,11:30,14:00,Confession Concession,SMOLDER,Confession Concession,"Confession Concession: Spin the Wheel of Penance! Confess your sins! Serving Grilled Cheeses, Bloody or Virgin Mary’s and punishment.",Saturday 11:30 - 14:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
O0140,L0138,Saturday,11:30,13:00,Cozy Corner,SMOLDER,Get Nailed & Tated,Get Nailed & Tated: Nail painting glory hole & temporary tatoos,Saturday 11:30 - 13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0446,L0432,Saturday,11:30,13:30,Ripple Effect,DOACRACY,Ocean Crafts & Drop-In Creative Space,Ocean Crafts & Drop-In Creative Space: Drop in for some casual ocean-themed arts and crafts! Queer friendly space for creative souls of all ages.,Saturday 11:30 - 13:30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0479,L0464,Saturday,11:30,13:30,Six Degrees of Bacon,COLLECTION,PIG OUT at SIX DEGREES OF BACON,"PIG OUT at SIX DEGREES OF BACON: Soo-ee! Come scarf down ya morning slop served by the sexiest of piggies! We’ve got tasty plant- based bacon & eggs with classic brunch cocktails, mocktails and coffee. No animals were harmed in the making of this brunch... unless you want us to? ;)",Saturday 11:30 - 13:30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0048,L0046,Saturday,11:45,12:45,Boobs & Berries,EVAPORATION,Gentle Yoga for Tired Bodies with Kim Dee,"Gentle Yoga for Tired Bodies with Kim Dee: Been on the go since you got to Otherworld and feeling it in your body? Need a reason to slow down and be in a quiet(er) moment with yourself? All bodies and abilities welcome for this gentle, choice- based practice. Bring a mat/towel/ blanket.",Saturday 11:45 - 12:45,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
,,Saturday,12:00,12:00,Yarnia,TINKER,24hr community knitting and crochet circle,Supplies provided. Work on own project or join Knitters vs Crocheters in longest scarf comp!,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0014,L0013,Saturday,12:00,13:00,Babylon,SIDEQUEST,Cock Worship and Tying,"Cock Worship and Tying: Live demo of rope as a tool for control, teasing and heightened sensation, using simple ties to build pressure and awareness. Explore how restraint and arousal interplay through slow, intentional touch—guided by communication, trust, and skill (19+).",Saturday 12:00 - 13:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,,Saturday,12:00,16:00,Bubbly Bar,BLACK ROCK,Mimosas @ Bubbly Bar,Mimosas @ Bubbly Bar: Spin a wheel. Earn a mimosa. Win a prize!? Praise Gary.,Saturday 12:00 - 16:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0064,L0062,Saturday,12:00,12:30,Camp Otherbo’r’d,BLACK ROCK,Parole Board,"Parole Board: Were you convicted of crimes at a previous Burn’s Court? We’ll review your case and set you free, mostly, and finally. Probably. We’ll “spitball” your appeal together. R.I.P. Next of kin required.",Saturday 12:00 - 12:30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0098,L0096,Saturday,12:00,13:00,Camp Who Says Ni,YES...AND?,Story Hour,"Story Hour: Tell a story, or listen to the rambling of yesteryear...",Saturday 12:00 - 13:00,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
O0114,L0112,Saturday,12:00,14:00,Campocalypse, SPARK,SPIKE IT!,"SPIKE IT!: Add some spikes to your shit! BYOStuff, we have the spikes",Saturday 12:00 - 14:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0115,L0113,Saturday,12:00,14:00,Campocalypse, SPARK,Campocalypse Taco Party,"Campocalypse Taco Party: Tasty tacos, inclusive as fuck. Vegan, gluten free, eat’m while we got em. Mealtime entertainment provided.",Saturday 12:00 - 14:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0116,L0114,Saturday,12:00,14:00,Campocalypse, SPARK,Full Liquor Bar!,"Full Liquor Bar!: Come on by and drink our premium swill! We are serving favored classics like, whatever we fucking give you, and FREE HOT VERMOUTH!",Saturday 12:00 - 14:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0153,L0151,Saturday,12:00,17:00,Disco Loco,CONDENSATION,Saturday food offering,Saturday food offering: Stop by Disco Loco for our Snack Track! --- food available until we run out,Saturday 12:00 - 17:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
O0194,L0190,Saturday,12:00,14:00,Fairytale BookHub Café & Trash Fence Kid’s Play Area,COLLECTION,Craft-In Circle,"Craft-In Circle: Come hang out in the shade, drink tea and craft together. Bring your own or supplies provided.",Saturday 12:00 - 14:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
O0240,L0235,Saturday,12:00,14:00,Healing Kiss,BROOD,Men’s Heart Circle,Men’s Heart Circle: A space for real conversations among men. Drop the armour and support one another in an open and caring space. Open to anyone who identifies as male.,Saturday 12:00 - 14:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0271,L0262,Saturday,12:00,13:00,Ironic Spin,SANDSTORM,Body Break w Jane-Dawnda!,"Body Break w Jane-Dawnda!: Get ready to werk-it out w Jane- Dawnda. 70s/80s workout —think Jamie Lee Curtis moves, big beats & lots of sass. Dress bold, shake dat booty & win prizes! Live DJ set. All the cool kids are doing it! Just do it. Xo",Saturday 12:00 - 13:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0287,L0278,Saturday,12:00,13:00,Jellyfish Longue,BROOD,Noon Reboot,"Noon Reboot: Yoga Flow + Live DJ: FEEL BETTER FAST! Breathe, move, and ride a live DJ Gano wave as RaRa guides you from slow to strong to soft. Shake off the fog, ease aches, and return to your center. Come messy. Leave clear, grounded, and glowing - back to your knowing.",Saturday 12:00 - 13:00,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,,Saturday,12:00,17:00,Magical Mystery (Bus) Cruise,SCORCH,Go Overboard!,Go Overboard!: Hold on to your all-inclusive-cruise-package and plunge overboard into another icy dimension with the Magical Mystery Cruise as we set sail for the (Ant) arctic. Lifeguards on duty 12:00 - 5:00pm daily.,Saturday 12:00 - 17:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0320,L0309,Saturday,12:00,14:00,Magical Mystery (Bus) Cruise,SCORCH,Mouthmosas,"Mouthmosas: It’s a sea day on the Magical Mystery Cruise as we sail towards the (Ant)arctic. Stroll the sun deck, admire an iceberg, feed the seals, and allow our lifeguards to pour OJ and bubbly directly into your facehole.",Saturday 12:00 - 14:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Saturday,12:00,02:00,Living Womb Rebirthing Lounge @ Motherworld,CONDENSATION,"Gestate, Lounge and Rebirth","Gestate, Lounge and Rebirth: Immerse yourself in a uterine universe. Embibe amniotic pink drinks, strap on your umbilical cord, rejuvenate. Choose your rebirth style off our menu and be reborn via our glorious vagina slide! And so much more!",saturday 12:00 - 02:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
O0428,L0415,Saturday,12:00,13:00,Recovery House,EVAPORATION,Sitka Recovery Meeting at Recovery House.,Sitka Recovery Meeting at Recovery House.: Sitka Recovery meeting at Recovery House. Exploring concepts and tools of recovery.,Saturday 12:00 - 13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,L0469,Saturday,12:00,17:00,Sky Hummingbird Curios & Com- pliments Bar,SMOLDER,"Bar, Compliments and Curios","Bar, Compliments and Curios: Serving up drinks and kind words, while you peruse the shop of curious wonders. Plinko pays your bill!",Saturday 12:00 - 17:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,L0477,Saturday,12:00,18:00,Slut Camp,SIDEQUEST,Everyone’s Got a Butt,Everyone’s Got a Butt: Get elbows deep and fist around at our S-L- U-T friendship anal bead bracelet making station.,Saturday 12:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,L0479,Saturday,12:00,18:00,Slut Camp,SIDEQUEST,Fun Bags,Fun Bags: Love boobs? Come flap some fun bags around with our delightful boobie themed cornhole game!,Saturday 12:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0496,L0480,Saturday,12:00,18:00,Slut Camp,SIDEQUEST,Pin the Dildo on the Dyke,Pin the Dildo on the Dyke: Strap up and strap on! Come play a fun take on a classic game (pin the tail on the donkey)! Frid,Saturday 12:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,L0481,Saturday,12:00,18:00,Slut Camp,SIDEQUEST,Free Foot Pics,"Free Foot Pics: Come take a look at our big and beautiful foot, but be careful, no free foot pics! Make sure to bring an offering to Big Dawg if you want to capture it.",Saturday 12:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,L0482,Saturday,12:00,18:00,Slut Camp,SIDEQUEST,Slut Altar,Slut Altar: Come revere the slut within and leave a slutty confession,Saturday 12:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0502,L0486,Saturday,12:00,18:00,Slut Camp,SIDEQUEST,Freak-Flag Raising Ceremony,Freak-Flag Raising Ceremony: Daily raising of our perverted flags to honour the sluts. Come pay your respects. Featuring our rage box - a designated place to write and store your rage.,Saturday 12:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0559,L0542,Saturday,12:00,13:00,The Cottage,DOACRACY,Big curl energy,Big curl energy: celebrate your natural curls in all their glory. - Learn how to work with your natural curls. BRING YOUR FAV CURL PRODUCT!!!!,Saturday 12:00 - 13:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,L0588,Saturday,12:00,16:00,The Low Bar,SCORCH,The Low Bar Happy Hour,"The Low Bar Happy Hour: The one and only Low Bar pours open daily from 12–4. Spin the wheel, grab a drink, and enjoy the antics of our legendary bartenders.",Saturday 12:00 - 16:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,L0599,Saturday,12:00,13:30,The Occult Library,YES...AND?,Turkish Coffee Service,"Turkish Coffee Service: Come have a delicious cup of Turkish Coffee and recieve a divinatory reading with your cup. Please arrive on time, this will be a closed container with a limit of 10 participants.",Saturday 12:00 - 13:30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0009,L0008,Saturday,12:30,13:30,Under The MotherTree,KINDLE,Singing soundbath,"Singing soundbath: Come integrate and bathe in the magic of a live vocal soundbath… continue your journey within the mystic, as I sing and heal, a touch of the fae, a touch of the angelic… & a bridge between worlds,",Saturday 12:30 - 13:30,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
,L0001,Saturday,13:00,03:00,Abrabrabra,YES...AND?,Come play mini golf,"Immerse yourself in our iridescent glow in the dark forest where you play different size of mini golf holes (giant, medium, miniature), a wishing well, a plink- hole and a Confession-hole (a full size confessional where you can confess your sins get absolution)",Saturday 13:00 - 03:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Saturday,13:00,13:45,Tune Camp,BLACK ROCK,Dance workshop Latin/zouk with adrian and nikki,"We love to share our passion for dance! We are primarily interested in Brazilian Zouk, but we also love Lambada, Salsa, Bachata and much more. We’d love to host a workshop and social dance!",,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0036,L0034,Saturday,13:00,14:00,Big Top Rouge,EVAPORATION,Partner Stretch Flow,Partner Stretch Flow: Give your tired dancing legs and back some love. Connect and move with new friends through playful partner stretches and accessible acroyoga-inspired poses. Come solo or with a buddy. Bring a yoga mat!,Saturday 13:00 - 14:00,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,,Saturday,13:00,14:30,True Love Camp,BROOD,Elemental Tantra,"Awaken your body, ignite your energy, and move as the elements— through breath, body, and conscious touch. Connecting deeply with yourself and others in this embodied tantric journey. Guided by Samantha Hope",,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0049,L0047,Saturday,13:00,19:00,Boobs & Berries,EVAPORATION,The Official Dock of Questionably Moist Choices,"The Official Dock of Questionably Moist Choices: The yacht sank but spirits remain afloat. Join the Boobs crew for cheeky bartenders, ocean- themed nonsense, and friends you won’t remember. Get a little wet, a little weird and maybe a little wobbly on the dance floor. Hydrate irresponsibly 2-6 PM.",Saturday 13:00 - 19:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0065,L0063,Saturday,13:00,14:00,Camp Otherbo’r’d,BLACK ROCK,Cow Doy Presents,"Cow Doy Presents: Reverse Stripping: Encouraged to do with your friends! Start naked or nearly nude (whatever pleases you, never nudes welcome too), and lusciously re-dress your filthy gorgeous body while decoding sinful hidden messages in poledance bangers and jams. Yum!",Saturday 13:00 - 14:00,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
O0073,L0071,Saturday,13:00,13:00,Camp phat glASSes,CONDENSATION,Clean Spectacle’s,"Clean Spectacle’s: Giant glasses cleaning station, keep your regular sized glasses clean at our not regular sized cleaning station.",Saturday 13:00 - 13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Saturday,13:00,14:00,Camp Who Says Ni,YES...AND?,Pickle Priest,"Pickle Priest: Confess your sins, and our holy brine may atone you!",Saturday 13:00 - 14:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Saturday,13:00,14:30,Portal Lounge,EVAPORATION,Blob Race & Nail Pooping,Channel your inner amoeba! Race in teams of 4+ inside our famous stretchy amorphous BLOB! And who will we crown chamption of the Dutch tradition of nail pooping? It’s as fun as it sounds.,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0099,L0097,Saturday,13:00,15:00,Camp Who Says Ni,YES...AND?,Knights Who Roll Initiative,Knights Who Roll Initiative: Drop-in DnD - Character sheets and D20s provided!,Saturday 13:00 - 15:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Saturday,13:00,15:00,Chill Pudding Camp,PRECIPITATION,Chill Pudding Service!,"Chill Pudding Service!: Come Come stuff your dusty pie hole with ice cold chill pudding, top it with your favourite special treats from our toppings bar and relax under our big star shade. BYOC. Kids eat free.",Saturday 13:00 - 15:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Saturday,13:00,14:00,Welcome to Arcadia,YES...AND?,Intro to Rope with Danger Mouse!,"Come learn safety and foundational ties like a single column tie and basic chest harness, variants for diverse bodies. No previous experience needed. Some rope available, or bring your own. Bring a buddy, meet a buddy, or tie yourself in knots!",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
O0163,L0161,Saturday,13:00,15:00,Dyke Chilling Park,CONDENSATION,Undershave Touchups and Lesbian Haircuts,"Undershave Touchups and Lesbian Haircuts: Come get an undershave or your current one touched up. Or come by to dyke up your look with a new mullet or a rat tail. We don’t guarantee quality, but we do guarantee no one will think you’re straight after you see us.",Saturday 13:00 - 15:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Saturday,13:00,16:00,Ewe-Turn, SPARK,BaAaAaAaAaAr is open,"BaAaAaAaAaAr is open: Flock to the barn, drinks and yarn. Shepherd wanted",Saturday 13:00 - 16:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0186,L0182,Saturday,13:00,15:00,Ewe-Turn, SPARK,Old Lamb Greg serves baileys from a shoe,Old Lamb Greg serves baileys from a shoe: come over ya fuzzy little man peach,Saturday 13:00 - 15:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
